Sucursal,Territorio,Cliente,Agreement_Num,Valor_Prestamo,Tarifa_Semanal,Pago_Semanal,Sin_Pago_Sem,Fecha_Pago,Contrato_con_Fraude
Sucursal 02,MEX-0675,C00000095,AG00104,2020,100,0,1,21/06/2019,
Sucursal 02,MEX-0675,C00000095,AG00104,2020,100,0,1,29/06/2019,
Sucursal 02,MEX-0675,C00000095,AG00104,2020,100,0,1,04/07/2019,
Sucursal 02,MEX-0675,C00000095,AG00104,2020,100,0,1,14/07/2019,
Sucursal 02,MEX-0675,C00000095,AG00104,2020,0,0,0,22/07/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,70,0,27/07/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,13/04/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,220,0,22/04/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,26/04/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,220,0,06/05/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,220,0,10/05/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,220,0,19/05/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,27/05/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,03/06/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,07/06/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,13/06/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,20/06/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,29/06/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,06/07/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,13/07/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,21/07/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,26/07/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,02/08/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,12/08/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,18/08/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,25/08/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,30/08/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,06/09/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,12/09/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,20/09/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,26/09/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,05/10/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,14/10/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,20/10/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,27/10/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,04/11/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,07/11/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,15/11/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,23/11/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,30/11/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,08/12/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,15/12/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,20/12/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,27/12/2019,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,02/01/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,10/01/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,18/01/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,27/01/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,03/02/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,08/02/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,15/02/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,23/02/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,02/03/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,09/03/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,13/03/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,21/03/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,27/03/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,03/04/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,13/04/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,16/04/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,26/04/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,03/05/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,220,0,10/05/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,16/05/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,25/05/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,01/06/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,08/06/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,13/06/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,0,1,18/06/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,120,0,27/06/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,80,0,03/07/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,340,80,0,10/07/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,330,80,0,16/07/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,270,80,0,27/07/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,210,80,0,02/08/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,150,80,0,06/08/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,90,90,0,16/08/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,0,0,0,20/08/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,0,0,0,29/08/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,0,0,0,07/09/2020,
Sucursal 02,MEX-1612,C00000093,AG00102,8020,0,0,0,14/09/2020,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,0,170,0,21/09/2020,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,170,100,0,23/06/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,100,0,30/06/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,100,0,07/07/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,100,0,13/07/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,20/07/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,29/07/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,02/08/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,11/08/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,16/08/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,26/08/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,30/08/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,06/09/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,17/09/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,20/09/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,30/09/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,08/10/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,14/10/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,21/10/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,26/10/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,04/11/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,11/11/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,19/11/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,23/11/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,01/12/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,09/12/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,100,0,13/12/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,21/12/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,30/12/2018,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,04/01/2019,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,14/01/2019,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,21/01/2019,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,28/01/2019,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,01/02/2019,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,100,0,1,10/02/2019,
Sucursal 02,MEX-4044,C00000096,AG00105,2020,0,0,0,15/02/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,0,0,0,23/02/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,845,0,1,30/06/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,520,0,05/07/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,11/07/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,1020,0,20/07/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,470,0,28/07/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,470,0,03/08/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,470,0,08/08/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,17/08/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,22/08/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,31/08/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,07/09/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,14/09/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,3020,0,21/09/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,30/09/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,05/10/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,14/10/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,20/10/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,25/10/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,520,0,01/11/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,07/11/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,17/11/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,21/11/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,720,0,02/12/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,07/12/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,15/12/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,20/12/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,27/12/2019,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,04/01/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,10/01/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,18/01/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,25/01/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,320,0,31/01/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,520,0,07/02/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,17/02/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,21/02/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,01/03/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,09/03/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,13/03/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,22/03/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,27/03/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,04/04/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,11/04/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,17/04/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,27/04/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,03/05/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,11/05/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,17/05/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,23/05/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,30/05/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,05/06/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,15/06/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,22/06/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,27/06/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,03/07/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,10/07/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,16/07/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,24/07/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,02/08/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,06/08/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,15/08/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,22/08/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,29/08/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,06/09/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,13/09/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,20/09/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,27/09/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,05/10/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,11/10/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,18/10/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,24/10/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,02/11/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,05/11/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,14/11/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,19/11/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,26/11/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,06/12/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,11/12/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,18/12/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,24/12/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,31/12/2020,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,11/01/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,15/01/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,23/01/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,29/01/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,04/02/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,14/02/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,18/02/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,26/02/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,04/03/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,11/03/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,22/03/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,26/03/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,220,0,04/04/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,09/04/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,16/04/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,24/04/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,29/04/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,08/05/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,120,0,16/05/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,24/05/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,28/05/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,07/06/2021,
Sucursal 03,MEX-3169,C00000097,AG00106,11020,460,0,1,14/06/2021,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,0,620,0,17/06/2021,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,614.95,0,1,17/01/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,28/01/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,320,0,01/02/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,420,0,08/02/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,360,0,16/02/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,360,0,21/02/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,361,0,01/03/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,08/03/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,18/03/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,21/03/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,01/04/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,07/04/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,12/04/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,20/04/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,27/04/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,06/05/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,11/05/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,18/05/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,25/05/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,01/06/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,07/06/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,370,0,14/06/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,370,0,23/06/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,270,0,29/06/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,320,0,07/07/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,11/07/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,420,0,21/07/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,320,0,26/07/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,320,0,02/08/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,11/08/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,19/08/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,22/08/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,120,0,31/08/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,07/09/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,120,0,15/09/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,23/09/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,26/09/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,170,0,06/10/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,120,0,13/10/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,17/10/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,25/10/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,120,0,02/11/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,170,0,08/11/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,14/11/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,170,0,21/11/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,30/11/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,06/12/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,16/12/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,22/12/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,27/12/2019,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,05/01/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,120,0,10/01/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,16/01/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,27/01/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,01/02/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,10/02/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,14/02/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,22/02/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,28/02/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,06/03/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,12/03/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,22/03/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,29/03/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,06/04/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,13/04/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,18/04/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,120,0,24/04/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,03/05/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,09/05/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,15/05/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,25/05/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,30/05/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,07/06/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,14/06/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,20/06/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,1020,0,28/06/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,05/07/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,09/07/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,17/07/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,23/07/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,31/07/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,10/08/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,15/08/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,23/08/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,28/08/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,05/09/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,220,0,10/09/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,19/09/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,27/09/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,03/10/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,09/10/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,320,0,17/10/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,23/10/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,01/11/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,420,0,08/11/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,14/11/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,1220,0,22/11/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,0,1,26/11/2020,
Sucursal 04,MEX-3141,C00000098,AG00107,5689.6,360.2,1040,0,07/12/2020,
